search_id,user_id,search_timestamp,search_query,category_filter,results_count
490,61,2025-07-29 14:03:58,Sony,Lenses,5
491,101,2025-06-01 10:32:13,Sony,Lenses,1
492,60,2025-10-15 14:43:47,DJI,Drones,0
493,198,2025-10-12 18:58:56,DJI,Drones,0
494,116,2025-09-12 23:55:08,Aputure,Lighting,1
495,138,2025-12-04 05:22:59,Canon,Lenses,1
496,119,2025-11-04 10:36:36,Canon,Lenses,0
497,176,2025-10-15 23:10:39,Sigma,Lenses,2
498,11,2025-05-31 16:14:21,Blackmagic,Cameras,0
499,183,2025-07-26 19:43:01,Blackmagic,Cameras,1
500,13,2026-03-26 22:59:21,Sony,Lenses,5
501,45,2025-10-17 15:54:08,Autel,Drones,5
502,143,2025-10-05 18:04:04,Sony,Cameras,1
503,36,2026-04-23 21:35:12,DJI,Drones,0
504,200,2026-03-02 10:53:50,Canon,Cameras,0
505,103,2025-12-20 07:53:43,Sigma,Lenses,2
506,166,2026-02-01 14:37:29,DJI,Drones,5
507,20,2025-05-15 01:55:54,DJI,Drones,0
508,166,2026-04-05 05:12:07,Godox,Lighting,0
509,85,2026-04-14 12:11:45,DJI,Drones,5
510,13,2026-02-28 19:44:22,Fujifilm,Cameras,5
511,102,2025-12-17 01:42:13,Godox,Lighting,1
512,110,2025-10-02 05:17:20,Blackmagic,Cameras,1
513,48,2025-11-08 17:39:15,Sony,Lenses,1
514,39,2025-05-09 18:50:10,DJI,Drones,2
515,128,2025-09-21 02:30:37,Nanlite,Lighting,1
516,23,2025-08-31 11:09:08,Sony,Lenses,0
517,52,2026-02-24 02:46:40,Sony,Cameras,10
518,183,2025-10-05 22:49:11,Sony,Lenses,2
519,125,2026-04-03 22:35:32,Sigma,Lenses,2
520,100,2026-04-18 18:34:56,Canon,Lenses,0
521,153,2026-03-28 01:26:11,Sony,Cameras,5
522,200,2025-10-17 05:26:32,Canon,Lenses,5
523,121,2025-12-02 12:27:36,Sigma,Lenses,10
524,41,2026-02-21 19:13:54,DJI,Drones,2
525,69,2026-02-16 19:09:59,DJI,Drones,2
526,100,2025-12-05 14:12:10,Canon,Lenses,0
527,152,2026-03-14 03:11:33,Sigma,Lenses,2
528,152,2025-12-27 18:36:08,DJI,Drones,5
529,145,2026-04-21 04:05:20,Canon,Cameras,5
530,127,2025-08-01 03:27:01,Canon,Lenses,1
531,24,2025-11-13 02:30:33,DJI,Drones,2
532,6,2025-07-31 17:02:19,Godox,Lighting,1
533,158,2025-08-21 11:49:20,Canon,Cameras,1
534,46,2025-10-23 18:09:59,Canon,Lenses,0
535,151,2025-11-12 02:23:32,Sony,Cameras,5
536,94,2025-05-18 18:24:42,DJI,Drones,2
537,170,2025-10-05 12:17:33,Nanlite,Lighting,0
538,78,2025-09-15 00:50:06,Canon,Lenses,10
539,188,2026-01-22 06:14:05,Nanlite,Lighting,10
540,167,2026-01-26 05:56:31,Canon,Lenses,2
541,144,2026-03-13 11:06:23,Canon,Lenses,2
542,45,2025-10-11 12:23:07,Aputure,Lighting,2
543,76,2026-02-12 17:44:25,Canon,Cameras,2
544,180,2025-07-10 14:12:33,Nanlite,Lighting,0
545,155,2026-03-29 21:57:41,Sigma,Lenses,1
546,145,2025-11-05 00:16:21,Autel,Drones,0
547,191,2026-04-29 14:37:47,DJI,Drones,1
548,82,2025-06-26 01:27:29,Sony,Cameras,5
549,172,2026-01-04 03:44:09,Sony,Lenses,0
550,54,2025-11-30 22:16:26,Sony,Cameras,1
551,28,2025-05-17 23:13:34,DJI,Drones,1
552,188,2026-04-24 17:04:13,Godox,Lighting,5
553,127,2025-10-07 12:24:56,Aputure,Lighting,2
554,26,2025-12-23 08:43:16,Nanlite,Lighting,2
555,176,2025-12-12 16:23:43,Canon,Cameras,1
556,9,2026-01-19 23:29:11,Canon,Lenses,1
557,27,2025-05-18 00:29:24,DJI,Drones,0
558,97,2025-06-09 02:19:40,Sony,Cameras,2
559,24,2026-01-12 02:44:30,Sigma,Lenses,10
560,124,2025-10-20 22:50:29,Autel,Drones,5
561,43,2025-06-29 04:41:30,Godox,Lighting,0
562,85,2026-04-09 03:31:15,Canon,Cameras,1
563,142,2025-11-02 19:13:20,Sigma,Lenses,1
564,61,2025-07-17 01:43:05,DJI,Drones,1
565,141,2025-05-27 00:34:03,Godox,Lighting,0
566,1,2025-08-16 12:42:48,Godox,Lighting,1
567,170,2025-10-01 17:23:05,Godox,Lighting,0
568,53,2025-09-11 15:01:43,Blackmagic,Cameras,10
569,122,2025-07-28 16:41:51,DJI,Drones,2
570,121,2025-10-31 01:59:08,Nanlite,Lighting,1
571,165,2025-09-11 10:18:16,Godox,Lighting,1
572,98,2025-09-15 13:36:50,Canon,Lenses,1
573,68,2026-02-27 03:03:21,Aputure,Lighting,1
574,69,2026-04-14 02:43:11,DJI,Drones,2
575,171,2025-10-01 17:35:35,DJI,Drones,2
576,139,2025-08-23 13:25:13,Nanlite,Lighting,1
577,16,2026-02-23 13:07:13,Nanlite,Lighting,1
578,138,2026-03-26 13:58:37,Nanlite,Lighting,5
579,122,2025-10-18 05:08:59,Canon,Lenses,1
580,183,2025-08-13 11:13:18,DJI,Drones,0
581,194,2026-03-27 17:48:52,Godox,Lighting,5
582,43,2025-06-08 07:18:08,Canon,Cameras,0
583,109,2025-11-06 03:27:29,Autel,Drones,1
584,161,2025-05-15 00:32:46,Blackmagic,Cameras,1
585,187,2026-02-22 09:17:34,DJI,Drones,1
586,102,2025-12-02 23:37:50,Sony,Lenses,2
587,4,2025-05-27 17:21:13,Godox,Lighting,1
588,38,2025-09-20 09:44:51,DJI,Drones,2
589,26,2025-08-02 13:46:58,Sigma,Lenses,5
590,106,2026-01-14 23:39:46,Sony,Lenses,2
591,147,2025-06-03 03:27:01,Godox,Lighting,0
592,104,2026-03-06 21:30:02,Fujifilm,Cameras,0
593,85,2026-01-15 14:40:28,Sony,Cameras,2
594,69,2025-05-23 03:06:49,Canon,Lenses,1
595,78,2026-02-24 09:50:37,Sony,Lenses,5
596,179,2025-05-19 13:06:04,DJI,Drones,0
597,191,2025-08-11 12:43:41,Aputure,Lighting,1
598,107,2025-07-23 22:03:25,DJI,Drones,1
599,105,2026-03-29 10:03:38,Nanlite,Lighting,5
600,15,2025-05-15 09:50:10,Sony,Cameras,1
601,130,2026-01-03 19:08:56,Godox,Lighting,2
602,135,2025-07-05 16:11:14,DJI,Drones,0
603,52,2025-08-08 03:16:51,DJI,Drones,0
604,13,2025-06-25 12:20:44,Sigma,Lenses,0
605,95,2025-11-07 09:47:23,Nanlite,Lighting,1
606,32,2026-01-22 11:41:22,DJI,Drones,1
607,153,2025-06-20 22:04:03,Godox,Lighting,10
608,122,2025-12-12 12:27:29,Sony,Lenses,0
609,67,2025-07-31 03:27:27,DJI,Drones,0
610,13,2025-11-04 02:18:42,Canon,Cameras,5
611,166,2026-02-03 03:22:00,Canon,Cameras,1
612,105,2025-08-15 00:14:42,DJI,Drones,1
613,34,2026-03-01 07:53:21,Sony,Cameras,1
614,156,2025-09-27 18:13:59,Sigma,Lenses,10
615,165,2025-07-11 15:47:20,Sony,Lenses,5
616,90,2025-12-28 19:12:36,Aputure,Lighting,1
617,78,2025-12-29 07:50:15,Nanlite,Lighting,0
618,131,2026-02-21 23:03:11,Sigma,Lenses,2
619,156,2026-02-10 11:27:19,Sony,Lenses,2
620,124,2025-06-20 23:24:16,DJI,Drones,10
621,164,2026-03-05 13:25:35,Sony,Lenses,1
622,183,2026-03-21 16:19:16,Canon,Lenses,0
623,196,2025-07-10 02:17:19,Sony,Cameras,5
624,154,2025-09-05 06:58:25,Nanlite,Lighting,1
625,36,2025-06-18 11:26:03,Autel,Drones,10
626,67,2025-12-18 05:36:48,Aputure,Lighting,1
627,10,2025-05-17 11:13:15,Blackmagic,Cameras,2
628,57,2026-05-03 05:44:12,Nanlite,Lighting,1
629,77,2025-09-05 15:31:59,Canon,Cameras,1
630,121,2025-12-17 02:41:43,Blackmagic,Cameras,2
631,144,2026-01-25 13:12:54,Blackmagic,Cameras,2
632,57,2026-04-25 03:17:52,Canon,Lenses,2
633,79,2025-09-30 05:59:42,Aputure,Lighting,1
634,150,2025-10-08 12:58:05,Sony,Lenses,5
635,121,2026-02-09 04:18:03,DJI,Drones,1
636,50,2025-07-23 12:26:54,Autel,Drones,2
637,106,2025-06-06 00:13:09,DJI,Drones,0
638,52,2025-12-23 10:37:58,Sony,Lenses,10
639,118,2026-01-30 16:52:25,Blackmagic,Cameras,5
640,47,2026-03-26 01:22:10,Autel,Drones,1
641,46,2026-01-06 02:12:13,Sigma,Lenses,0
642,116,2025-08-09 19:24:04,Canon,Lenses,2
643,44,2025-06-16 01:40:11,Fujifilm,Cameras,2
644,200,2026-02-02 06:11:26,DJI,Drones,2
645,163,2026-03-03 11:55:28,Aputure,Lighting,1
646,123,2025-09-01 14:50:06,Godox,Lighting,0
647,52,2026-04-02 17:11:17,Canon,Lenses,5
648,194,2026-01-28 05:38:14,Sony,Cameras,2
649,161,2025-12-26 16:07:21,Canon,Cameras,2
650,89,2026-03-16 07:56:44,Canon,Lenses,0
651,129,2025-06-23 12:11:44,Canon,Lenses,0
652,12,2026-03-12 17:15:22,Sony,Lenses,1
653,134,2025-12-13 06:45:16,Sony,Lenses,5
654,35,2026-03-07 10:34:15,Sony,Lenses,1
655,49,2025-05-23 10:40:22,Fujifilm,Cameras,0
656,58,2025-09-19 08:03:16,Canon,Cameras,2
657,151,2025-11-30 09:25:35,Sony,Cameras,1
658,167,2025-10-20 20:39:11,Autel,Drones,5
659,66,2026-01-19 09:42:23,DJI,Drones,2
660,168,2025-09-28 09:51:06,DJI,Drones,2
661,107,2025-06-03 06:36:15,Aputure,Lighting,0
662,65,2025-11-19 23:46:37,Nanlite,Lighting,0
663,178,2026-01-13 23:25:17,DJI,Drones,1
664,26,2025-09-17 00:23:09,Sigma,Lenses,2
665,36,2025-05-12 09:48:26,Godox,Lighting,2
666,159,2026-04-02 10:29:58,DJI,Drones,0
667,28,2025-10-17 15:06:43,Godox,Lighting,2
668,200,2026-03-22 20:33:37,Sigma,Lenses,10
669,92,2025-11-13 20:53:30,Aputure,Lighting,0
670,141,2025-06-17 11:34:27,Godox,Lighting,2
671,124,2025-10-22 20:36:42,Canon,Lenses,0
672,172,2025-09-25 03:43:04,DJI,Drones,5
673,172,2026-01-09 07:57:48,Godox,Lighting,5
674,200,2026-04-18 17:57:44,DJI,Drones,5
675,165,2026-03-25 07:59:34,Fujifilm,Cameras,10
676,76,2025-11-02 00:57:43,Sony,Lenses,0
677,45,2026-02-06 04:28:30,DJI,Drones,1
678,174,2025-07-05 21:51:42,Sony,Lenses,2
679,25,2025-10-23 14:54:54,DJI,Drones,5
680,170,2025-07-14 21:35:46,Blackmagic,Cameras,1
681,113,2026-02-16 11:20:55,Sigma,Lenses,0
682,88,2025-11-26 02:54:46,Sony,Cameras,1
683,117,2026-01-15 02:35:00,Sony,Lenses,2
684,123,2025-08-20 09:13:52,Nanlite,Lighting,5
685,43,2026-01-01 16:36:00,DJI,Drones,2
686,16,2026-03-17 08:50:36,Sony,Cameras,1
687,152,2026-04-29 15:20:19,Nanlite,Lighting,2
688,47,2025-12-02 12:00:57,Aputure,Lighting,2
689,176,2026-03-04 08:03:44,Fujifilm,Cameras,5
690,29,2025-11-11 06:24:15,Aputure,Lighting,0
691,67,2025-11-04 00:49:06,Canon,Lenses,2
692,174,2025-10-23 15:43:45,Blackmagic,Cameras,2
693,177,2026-03-24 04:17:06,Autel,Drones,2
694,64,2026-02-15 09:32:20,Aputure,Lighting,2
695,165,2025-12-23 14:08:40,Godox,Lighting,5
696,143,2025-08-19 17:30:30,DJI,Drones,2
697,41,2025-09-09 15:58:38,Aputure,Lighting,5
698,20,2026-04-03 06:25:22,Aputure,Lighting,1
699,72,2025-08-10 20:03:41,DJI,Drones,2
700,97,2026-03-26 02:51:18,Godox,Lighting,0
701,114,2026-05-05 11:11:17,Godox,Lighting,5
702,115,2025-06-10 03:38:15,Canon,Lenses,10
703,191,2025-08-23 19:40:49,DJI,Drones,1
704,10,2026-04-14 21:16:44,DJI,Drones,2
705,159,2025-10-29 13:39:36,Sigma,Lenses,2
706,168,2025-08-10 04:51:10,Aputure,Lighting,1
707,14,2026-02-22 22:49:36,Fujifilm,Cameras,1
708,197,2025-11-03 23:16:39,Nanlite,Lighting,2
709,184,2025-12-14 19:15:52,Godox,Lighting,0
710,169,2025-12-30 12:35:04,Sony,Cameras,1
711,163,2026-01-21 23:50:55,Sigma,Lenses,2
712,180,2025-10-01 16:19:01,DJI,Drones,5
713,127,2025-09-15 03:19:28,Fujifilm,Cameras,0
714,157,2025-05-18 15:23:03,Canon,Cameras,0
715,101,2025-11-15 11:09:04,Fujifilm,Cameras,5
716,49,2026-04-02 23:20:10,Canon,Lenses,2
717,12,2025-09-10 17:13:56,Autel,Drones,1
718,151,2025-07-17 02:45:04,Fujifilm,Cameras,0
719,189,2025-11-12 20:10:32,Autel,Drones,5
720,124,2025-07-28 20:58:52,Canon,Cameras,2
721,33,2025-09-22 07:05:21,Autel,Drones,2
722,156,2026-03-13 08:13:02,Sigma,Lenses,5
723,108,2025-08-15 19:53:59,Blackmagic,Cameras,1
724,88,2025-09-16 16:04:07,Sony,Lenses,5
725,36,2025-08-24 02:29:12,Nanlite,Lighting,2
726,192,2026-04-14 09:03:27,Sigma,Lenses,2
727,81,2025-12-25 00:26:53,Canon,Cameras,1
728,183,2026-02-03 19:23:13,Sigma,Lenses,1
729,173,2026-04-14 07:04:33,Canon,Cameras,2
730,178,2025-08-22 18:53:26,Sigma,Lenses,0
731,91,2025-12-09 08:13:43,Nanlite,Lighting,2
732,171,2025-05-11 10:29:45,Nanlite,Lighting,2
733,137,2025-11-24 03:11:44,Sony,Lenses,5
734,134,2025-07-20 16:39:20,DJI,Drones,1
735,14,2025-06-09 17:51:05,DJI,Drones,1
736,42,2025-08-09 05:28:56,Sigma,Lenses,1
737,16,2026-02-11 03:27:47,Canon,Lenses,2
738,9,2025-10-12 08:03:55,Sony,Lenses,0
739,173,2025-11-13 05:45:23,Fujifilm,Cameras,1
740,179,2025-12-09 02:29:53,Sigma,Lenses,2
741,98,2026-02-25 22:29:15,Aputure,Lighting,10
742,176,2025-08-08 19:51:44,Sigma,Lenses,0
743,191,2026-01-30 16:49:35,Canon,Lenses,2
744,200,2025-11-08 09:23:24,Godox,Lighting,5
745,181,2026-01-13 08:07:55,Sigma,Lenses,2
746,155,2026-02-07 22:43:58,Canon,Cameras,1
747,46,2025-11-14 02:40:02,DJI,Drones,10
748,189,2025-10-28 13:10:13,Autel,Drones,0
749,72,2026-03-11 10:33:03,Canon,Lenses,0
750,66,2025-05-14 04:35:58,DJI,Drones,1
751,40,2025-06-12 15:12:03,DJI,Drones,5
752,153,2025-08-29 18:21:18,DJI,Drones,1
753,147,2025-08-01 13:18:32,Canon,Lenses,2
754,82,2025-10-11 13:10:21,Canon,Cameras,2
755,130,2026-01-31 03:48:16,Fujifilm,Cameras,2
756,104,2025-08-09 23:38:57,DJI,Drones,1
757,55,2025-09-03 09:55:40,Sony,Lenses,1
758,56,2026-01-20 08:26:12,Nanlite,Lighting,5
759,167,2025-12-19 08:22:18,DJI,Drones,2
760,115,2025-09-27 19:24:02,Canon,Cameras,10
761,175,2025-11-07 06:59:17,Sony,Lenses,5
762,30,2025-12-08 10:37:21,Aputure,Lighting,2
763,73,2025-11-29 16:25:54,DJI,Drones,2
764,131,2025-09-17 23:55:55,Aputure,Lighting,0
765,167,2025-10-19 17:51:49,Blackmagic,Cameras,2
766,25,2026-02-21 04:30:10,Sony,Cameras,2
767,54,2025-12-07 05:52:23,Fujifilm,Cameras,5
768,53,2025-09-12 23:04:45,Nanlite,Lighting,5
769,19,2025-09-21 02:59:33,Sony,Cameras,1
770,85,2026-02-04 10:57:49,DJI,Drones,0
771,46,2025-10-30 17:05:35,Sigma,Lenses,0
772,59,2025-08-20 17:00:17,Sony,Lenses,1
773,162,2025-09-03 13:48:51,Aputure,Lighting,1
774,100,2025-08-13 03:07:58,DJI,Drones,2
775,159,2025-08-05 00:39:04,DJI,Drones,2
776,19,2025-06-23 08:28:30,Sigma,Lenses,0
777,176,2026-02-11 14:44:17,Sigma,Lenses,0
778,196,2025-07-21 06:53:47,Aputure,Lighting,1
779,170,2025-09-07 01:00:03,Autel,Drones,0
780,57,2025-06-22 22:12:42,Fujifilm,Cameras,2
781,140,2026-02-20 00:02:03,Sigma,Lenses,0
782,174,2025-12-01 14:29:41,Canon,Lenses,2
783,143,2026-02-27 12:00:10,Sony,Cameras,0
784,147,2026-01-30 12:40:17,Nanlite,Lighting,2
785,22,2025-07-18 09:36:08,Canon,Lenses,2
786,186,2025-07-20 21:10:19,Canon,Lenses,1
787,166,2025-07-30 12:43:54,Canon,Cameras,0
788,158,2026-02-18 08:10:30,Canon,Lenses,0
789,172,2025-11-11 12:56:19,Autel,Drones,2
790,19,2025-08-22 21:02:38,Sigma,Lenses,0
791,26,2026-02-12 21:30:09,Fujifilm,Cameras,10
792,92,2025-12-22 11:13:44,Canon,Cameras,0
793,159,2026-02-26 17:31:55,DJI,Drones,1
794,116,2025-11-27 05:51:03,Sigma,Lenses,2
795,178,2025-12-25 06:22:25,Blackmagic,Cameras,5
796,110,2025-08-25 09:37:11,Sony,Cameras,1
797,57,2025-06-15 12:51:07,Aputure,Lighting,5
798,35,2026-03-26 20:32:22,Sony,Lenses,1
799,92,2025-07-21 21:11:16,Sony,Lenses,2
800,45,2025-08-30 13:05:52,DJI,Drones,5
